issue,priority,sku,product,category,field,discrete_value,blob_value,action,url
blob_only,3,"MMKBPGC-GROUP","Competition Kettlebells","Mixed Implements","Warranty","","12 months","Copy ""12 months"" into the warranty field",/product/competition-kettlebells
blob_only,3,"MMKBUR-GROUP","Urethane Competition Kettlebells (Single)","Mixed Implements","Assembled size","","210 x 210 x 280","Copy ""210 x 210 x 280"" into the assembled_size_length/width/height/depth field",/product/urethane-competition-kettlebell-3
blob_only,3,"MMKBUR-GROUP","Urethane Competition Kettlebells (Single)","Mixed Implements","Colour","","Black, white","Copy ""Black, white"" into the colour field",/product/urethane-competition-kettlebell-3
blob_only,3,"MMKBUR-GROUP","Urethane Competition Kettlebells (Single)","Mixed Implements","Material","","Steel, urethane","Copy ""Steel, urethane"" into the material field",/product/urethane-competition-kettlebell-3
blob_only,3,"MMKBUR-GROUP","Urethane Competition Kettlebells (Single)","Mixed Implements","Net weight","","10 kg","Copy ""10 kg"" into the net_weight field",/product/urethane-competition-kettlebell-3
blob_only,3,"MMKBUR-GROUP","Urethane Competition Kettlebells (Single)","Mixed Implements","Gross weight","","11 kg","Copy ""11 kg"" into the gross_weight field",/product/urethane-competition-kettlebell-3
blob_only,3,"MMKBUR-GROUP","Urethane Competition Kettlebells (Single)","Mixed Implements","Warranty","","12 months","Copy ""12 months"" into the warranty field",/product/urethane-competition-kettlebell-3
blob_only,3,"MMMBPR-GROUP","Medicine Ball","Mixed Implements","Assembled size","","305 x 305 x 305","Copy ""305 x 305 x 305"" into the assembled_size_length/width/height/depth field",/product/medicine-ball-2
blob_only,3,"MMMBPR-GROUP","Medicine Ball","Mixed Implements","Colour","","Black/Purple","Copy ""Black/Purple"" into the colour field",/product/medicine-ball-2
blob_only,3,"MMMBPR-GROUP","Medicine Ball","Mixed Implements","Material","","Rubber","Copy ""Rubber"" into the material field",/product/medicine-ball-2
blob_only,3,"MMMBPR-GROUP","Medicine Ball","Mixed Implements","Net weight","","10 kg","Copy ""10 kg"" into the net_weight field",/product/medicine-ball-2
blob_only,3,"MMMBPR-GROUP","Medicine Ball","Mixed Implements","Gross weight","","11 kg","Copy ""11 kg"" into the gross_weight field",/product/medicine-ball-2
blob_only,3,"MMMBPR-GROUP","Medicine Ball","Mixed Implements","Warranty","","6 months","Copy ""6 months"" into the warranty field",/product/medicine-ball-2
blob_only,3,"MMPWPBG-GROUP","Power Bag","Mixed Implements","Assembled size","","530 x 215 x 215","Copy ""530 x 215 x 215"" into the assembled_size_length/width/height/depth field",/product/power-bag-2
blob_only,3,"MMPWPBG-GROUP","Power Bag","Mixed Implements","Colour","","Black/Green","Copy ""Black/Green"" into the colour field",/product/power-bag-2
blob_only,3,"MMPWPBG-GROUP","Power Bag","Mixed Implements","Material","","PVC, Nylon","Copy ""PVC, Nylon"" into the material field",/product/power-bag-2
blob_only,3,"MMPWPBG-GROUP","Power Bag","Mixed Implements","Net weight","","10 kg","Copy ""10 kg"" into the net_weight field",/product/power-bag-2
blob_only,3,"MMPWPBG-GROUP","Power Bag","Mixed Implements","Gross weight","","11 kg","Copy ""11 kg"" into the gross_weight field",/product/power-bag-2
blob_only,3,"MMPWPBG-GROUP","Power Bag","Mixed Implements","Warranty","","6 months","Copy ""6 months"" into the warranty field",/product/power-bag-2
blob_only,3,"MMPWPBG05","Aqua Bag - 35kg","Mixed Implements","Assembled size","","750 x 200 x 200","Copy ""750 x 200 x 200"" into the assembled_size_length/width/height/depth field",/product/aqua-bag-35kg
blob_only,3,"MMPWPBG05","Aqua Bag - 35kg","Mixed Implements","Colour","","Blue","Copy ""Blue"" into the colour field",/product/aqua-bag-35kg
blob_only,3,"MMPWPBG05","Aqua Bag - 35kg","Mixed Implements","Material","","Vinyl","Copy ""Vinyl"" into the material field",/product/aqua-bag-35kg
blob_only,3,"MMPWPBG05","Aqua Bag - 35kg","Mixed Implements","Net weight","","4 kg","Copy ""4 kg"" into the net_weight field",/product/aqua-bag-35kg
blob_only,3,"MMPWPBG05","Aqua Bag - 35kg","Mixed Implements","Gross weight","","5 kg","Copy ""5 kg"" into the gross_weight field",/product/aqua-bag-35kg
blob_only,3,"MMPWPBG05","Aqua Bag - 35kg","Mixed Implements","Warranty","","3 months","Copy ""3 months"" into the warranty field",/product/aqua-bag-35kg
blob_only,3,"MMSLSD01","Push & Pull Sled","Mixed Implements","Assembled size","","1,000 x 610 x 980","Copy ""1,000 x 610 x 980"" into the assembled_size_length/width/height/depth field",/product/push-pull-sled
blob_only,3,"MMSLSD01","Push & Pull Sled","Mixed Implements","Colour","","Black","Copy ""Black"" into the colour field",/product/push-pull-sled
blob_only,3,"MMSLSD01","Push & Pull Sled","Mixed Implements","Material","","Steel","Copy ""Steel"" into the material field",/product/push-pull-sled
blob_only,3,"MMSLSD01","Push & Pull Sled","Mixed Implements","Net weight","","35 kg","Copy ""35 kg"" into the net_weight field",/product/push-pull-sled
blob_only,3,"MMSLSD01","Push & Pull Sled","Mixed Implements","Gross weight","","37 kg","Copy ""37 kg"" into the gross_weight field",/product/push-pull-sled
blob_only,3,"MMSLSD01","Push & Pull Sled","Mixed Implements","Warranty","","12 months","Copy ""12 months"" into the warranty field",/product/push-pull-sled
blob_only,3,"MMWAARM-GROUP","Wall Ball","Mixed Implements","Assembled size","","356 x 356 x 356","Copy ""356 x 356 x 356"" into the assembled_size_length/width/height/depth field",/product/wall-ball-3
blob_only,3,"MMWAARM-GROUP","Wall Ball","Mixed Implements","Colour","","Black","Copy ""Black"" into the colour field",/product/wall-ball-3
blob_only,3,"MMWAARM-GROUP","Wall Ball","Mixed Implements","Material","","Split leather","Copy ""Split leather"" into the material field",/product/wall-ball-3
blob_only,3,"MMWAARM-GROUP","Wall Ball","Mixed Implements","Net weight","","7 kg","Copy ""7 kg"" into the net_weight field",/product/wall-ball-3
blob_only,3,"MMWAARM-GROUP","Wall Ball","Mixed Implements","Gross weight","","7 kg","Copy ""7 kg"" into the gross_weight field",/product/wall-ball-3
blob_only,3,"MMWAARM-GROUP","Wall Ball","Mixed Implements","Warranty","","3 months","Copy ""3 months"" into the warranty field",/product/wall-ball-3
blob_only,3,"MRSPFW02","Olympic Power Rack 2.0","Rigs & Racks","Assembled size","","2,035 x 1,160 x 2,275","Copy ""2,035 x 1,160 x 2,275"" into the assembled_size_length/width/height/depth field",/product/olympic-power-rack-2-0
blob_only,3,"MRSPFW02","Olympic Power Rack 2.0","Rigs & Racks","Colour","","Black/Grey","Copy ""Black/Grey"" into the colour field",/product/olympic-power-rack-2-0
blob_only,3,"MRSPFW02","Olympic Power Rack 2.0","Rigs & Racks","Material","","Steel","Copy ""Steel"" into the material field",/product/olympic-power-rack-2-0
blob_only,3,"MRSPFW02","Olympic Power Rack 2.0","Rigs & Racks","Net weight","","197 kg","Copy ""197 kg"" into the net_weight field",/product/olympic-power-rack-2-0
blob_only,3,"MRSPFW02","Olympic Power Rack 2.0","Rigs & Racks","Gross weight","","210 kg","Copy ""210 kg"" into the gross_weight field",/product/olympic-power-rack-2-0
blob_only,3,"MRSPFW02","Olympic Power Rack 2.0","Rigs & Racks","Warranty","","12 months","Copy ""12 months"" into the warranty field",/product/olympic-power-rack-2-0
blob_only,3,"MRSPFW04","Olympic Power Rack 3.0","Rigs & Racks","Assembled size","","1,735 x 1,465 x 2,442","Copy ""1,735 x 1,465 x 2,442"" into the assembled_size_length/width/height/depth field",/product/olympic-power-rack-3-0
blob_only,3,"MRSPFW04","Olympic Power Rack 3.0","Rigs & Racks","Colour","","Black/Grey","Copy ""Black/Grey"" into the colour field",/product/olympic-power-rack-3-0
blob_only,3,"MRSPFW04","Olympic Power Rack 3.0","Rigs & Racks","Material","","Steel","Copy ""Steel"" into the material field",/product/olympic-power-rack-3-0
blob_only,3,"MRSPFW04","Olympic Power Rack 3.0","Rigs & Racks","Net weight","","176 kg","Copy ""176 kg"" into the net_weight field",/product/olympic-power-rack-3-0
blob_only,3,"MRSPFW04","Olympic Power Rack 3.0","Rigs & Racks","Gross weight","","196 kg","Copy ""196 kg"" into the gross_weight field",/product/olympic-power-rack-3-0
blob_only,3,"MRSPFW04","Olympic Power Rack 3.0","Rigs & Racks","Warranty","","12 months","Copy ""12 months"" into the warranty field",/product/olympic-power-rack-3-0
blob_only,3,"MRSPFW05","Olympic Power Rack 4.0","Rigs & Racks","Assembled size","","2,047 x 1,735 x 2,442","Copy ""2,047 x 1,735 x 2,442"" into the assembled_size_length/width/height/depth field",/product/olympic-power-rack-4-0
blob_only,3,"MRSPFW05","Olympic Power Rack 4.0","Rigs & Racks","Colour","","Black/Grey","Copy ""Black/Grey"" into the colour field",/product/olympic-power-rack-4-0
blob_only,3,"MRSPFW05","Olympic Power Rack 4.0","Rigs & Racks","Material","","Steel","Copy ""Steel"" into the material field",/product/olympic-power-rack-4-0
blob_only,3,"MRSPFW05","Olympic Power Rack 4.0","Rigs & Racks","Net weight","","204 kg","Copy ""204 kg"" into the net_weight field",/product/olympic-power-rack-4-0
blob_only,3,"MRSPFW05","Olympic Power Rack 4.0","Rigs & Racks","Gross weight","","224 kg","Copy ""224 kg"" into the gross_weight field",/product/olympic-power-rack-4-0
blob_only,3,"MRSPFW05","Olympic Power Rack 4.0","Rigs & Racks","Warranty","","12 months","Copy ""12 months"" into the warranty field",/product/olympic-power-rack-4-0
blob_only,3,"SCRWAR04","C2 Rower Model D PM5 Black","Rowers","Colour","","Black/Grey","Copy ""Black/Grey"" into the colour field",/product/c2-rower-model-d-pm5-black
blob_only,3,"SCRWAR04","C2 Rower Model D PM5 Black","Rowers","Material","","Aluminium, Steel","Copy ""Aluminium, Steel"" into the material field",/product/c2-rower-model-d-pm5-black
blob_only,3,"SCRWAR04","C2 Rower Model D PM5 Black","Rowers","Gross weight","","32.5 kg","Copy ""32.5 kg"" into the gross_weight field",/product/c2-rower-model-d-pm5-black
blob_only,3,"SCRWAR04","C2 Rower Model D PM5 Black","Rowers","Warranty","","5 Years Frame, 2 Years Non-Wearable Parts","Copy ""5 Years Frame, 2 Years Non-Wearable Parts"" into the warranty field",/product/c2-rower-model-d-pm5-black
blob_only,3,"MSCMDU01","Functional Trainer Pro","Strength","Assembled size","","2,070 x 1,220 x 2300","Copy ""2,070 x 1,220 x 2300"" into the assembled_size_length/width/height/depth field",/product/functional-trainer-pro
blob_only,3,"MSCMDU01","Functional Trainer Pro","Strength","Colour","","Tungsten (metallic silver gray)","Copy ""Tungsten (metallic silver gray)"" into the colour field",/product/functional-trainer-pro
blob_only,3,"MSCMDU01","Functional Trainer Pro","Strength","Material","","Steel, HDPE","Copy ""Steel, HDPE"" into the material field",/product/functional-trainer-pro
blob_only,3,"MSCMDU01","Functional Trainer Pro","Strength","Net weight","","414 kg","Copy ""414 kg"" into the net_weight field",/product/functional-trainer-pro
blob_only,3,"MSCMDU01","Functional Trainer Pro","Strength","Gross weight","","454 kg","Copy ""454 kg"" into the gross_weight field",/product/functional-trainer-pro
blob_only,3,"MSCMDU01","Functional Trainer Pro","Strength","Warranty","","(1) Frame- 5 years (2) Blocks, pulleys, plates, rods- 3 years (3) Bearings, coatings- 1 year (4) Cables- 6 months (5) Hardware, plastics- 3 months","Copy ""(1) Frame- 5 years (2) Blocks, pulleys, plates, rods- 3 years (3) Bearings, coatings- 1 year (4) Cables- 6 months (5) Hardware, plastics- 3 months"" into the warranty field",/product/functional-trainer-pro
blob_only,3,"AWBBOL03","Olympic Barbell - 15kg (1500Lb Capacity)","Weightlifting","Assembled size","","2,005 x 50 x 50","Copy ""2,005 x 50 x 50"" into the assembled_size_length/width/height/depth field",/product/olympic-barbell-15kg-1500lb-capacity
blob_only,3,"AWBBOL03","Olympic Barbell - 15kg (1500Lb Capacity)","Weightlifting","Colour","","Black, Silver","Copy ""Black, Silver"" into the colour field",/product/olympic-barbell-15kg-1500lb-capacity
blob_only,3,"AWBBOL03","Olympic Barbell - 15kg (1500Lb Capacity)","Weightlifting","Material","","Hardened chrome","Copy ""Hardened chrome"" into the material field",/product/olympic-barbell-15kg-1500lb-capacity
blob_only,3,"AWBBOL03","Olympic Barbell - 15kg (1500Lb Capacity)","Weightlifting","Net weight","","15 kg","Copy ""15 kg"" into the net_weight field",/product/olympic-barbell-15kg-1500lb-capacity
blob_only,3,"AWBBOL03","Olympic Barbell - 15kg (1500Lb Capacity)","Weightlifting","Gross weight","","16 kg","Copy ""16 kg"" into the gross_weight field",/product/olympic-barbell-15kg-1500lb-capacity
blob_only,3,"AWBBOL03","Olympic Barbell - 15kg (1500Lb Capacity)","Weightlifting","Warranty","","12 months","Copy ""12 months"" into the warranty field",/product/olympic-barbell-15kg-1500lb-capacity
blob_only,3,"AWWLACC02","Olympic Bar Easy Lock Collars (Pair)","Weightlifting","Assembled size","","50 x 30 x 50","Copy ""50 x 30 x 50"" into the assembled_size_length/width/height/depth field",/product/olympic-bar-easy-lock-collars-pair
blob_only,3,"AWWLACC02","Olympic Bar Easy Lock Collars (Pair)","Weightlifting","Colour","","Black","Copy ""Black"" into the colour field",/product/olympic-bar-easy-lock-collars-pair
blob_only,3,"AWWLACC02","Olympic Bar Easy Lock Collars (Pair)","Weightlifting","Material","","Nylon resin","Copy ""Nylon resin"" into the material field",/product/olympic-bar-easy-lock-collars-pair
blob_only,3,"AWWLACC02","Olympic Bar Easy Lock Collars (Pair)","Weightlifting","Gross weight","","1 kg","Copy ""1 kg"" into the gross_weight field",/product/olympic-bar-easy-lock-collars-pair
blob_only,3,"AWWLACC02","Olympic Bar Easy Lock Collars (Pair)","Weightlifting","Warranty","","6 months","Copy ""6 months"" into the warranty field",/product/olympic-bar-easy-lock-collars-pair
blob_only,3,"MWBBFRU-GROUP","Rubber Fixed Barbells","Weightlifting","Assembled size","","1,044 x 153 x 153","Copy ""1,044 x 153 x 153"" into the assembled_size_length/width/height/depth field",/product/rubber-fixed-barbells-2
blob_only,3,"MWBBFRU-GROUP","Rubber Fixed Barbells","Weightlifting","Colour","","Black","Copy ""Black"" into the colour field",/product/rubber-fixed-barbells-2
blob_only,3,"MWBBFRU-GROUP","Rubber Fixed Barbells","Weightlifting","Material","","Recycled rubber","Copy ""Recycled rubber"" into the material field",/product/rubber-fixed-barbells-2
blob_only,3,"MWBBFRU-GROUP","Rubber Fixed Barbells","Weightlifting","Net weight","","10 kg","Copy ""10 kg"" into the net_weight field",/product/rubber-fixed-barbells-2
blob_only,3,"MWBBFRU-GROUP","Rubber Fixed Barbells","Weightlifting","Gross weight","","11 kg","Copy ""11 kg"" into the gross_weight field",/product/rubber-fixed-barbells-2
blob_only,3,"MWBBFRU-GROUP","Rubber Fixed Barbells","Weightlifting","Warranty","","12 months","Copy ""12 months"" into the warranty field",/product/rubber-fixed-barbells-2
blob_only,3,"MWBBFRZ-GROUP","Rubber EZ Fixed Barbells","Weightlifting","Assembled size","","1,044 x 153 x 153","Copy ""1,044 x 153 x 153"" into the assembled_size_length/width/height/depth field",/product/rubber-ez-fixed-barbells-2
blob_only,3,"MWBBFRZ-GROUP","Rubber EZ Fixed Barbells","Weightlifting","Colour","","Black","Copy ""Black"" into the colour field",/product/rubber-ez-fixed-barbells-2
blob_only,3,"MWBBFRZ-GROUP","Rubber EZ Fixed Barbells","Weightlifting","Material","","Recycled rubber","Copy ""Recycled rubber"" into the material field",/product/rubber-ez-fixed-barbells-2
blob_only,3,"MWBBFRZ-GROUP","Rubber EZ Fixed Barbells","Weightlifting","Net weight","","10 kg","Copy ""10 kg"" into the net_weight field",/product/rubber-ez-fixed-barbells-2
blob_only,3,"MWBBFRZ-GROUP","Rubber EZ Fixed Barbells","Weightlifting","Gross weight","","11 kg","Copy ""11 kg"" into the gross_weight field",/product/rubber-ez-fixed-barbells-2
blob_only,3,"MWBBFRZ-GROUP","Rubber EZ Fixed Barbells","Weightlifting","Warranty","","12 months","Copy ""12 months"" into the warranty field",/product/rubber-ez-fixed-barbells-2
blob_only,3,"MWBBFUR-GROUP","Urethane Fixed Barbells","Weightlifting","Assembled size","","1,044 x 153 x 153","Copy ""1,044 x 153 x 153"" into the assembled_size_length/width/height/depth field",/product/urethane-fixed-barbells-2
blob_only,3,"MWBBFUR-GROUP","Urethane Fixed Barbells","Weightlifting","Colour","","Black","Copy ""Black"" into the colour field",/product/urethane-fixed-barbells-2
blob_only,3,"MWBBFUR-GROUP","Urethane Fixed Barbells","Weightlifting","Material","","Polyurethane","Copy ""Polyurethane"" into the material field",/product/urethane-fixed-barbells-2
blob_only,3,"MWBBFUR-GROUP","Urethane Fixed Barbells","Weightlifting","Net weight","","10 kg","Copy ""10 kg"" into the net_weight field",/product/urethane-fixed-barbells-2
blob_only,3,"MWBBFUR-GROUP","Urethane Fixed Barbells","Weightlifting","Gross weight","","11 kg","Copy ""11 kg"" into the gross_weight field",/product/urethane-fixed-barbells-2
blob_only,3,"MWBBFUR-GROUP","Urethane Fixed Barbells","Weightlifting","Warranty","","12 months","Copy ""12 months"" into the warranty field",/product/urethane-fixed-barbells-2
blob_only,3,"MWBBOL01","Olympic Ez Curl Bar","Weightlifting","Assembled size","","1,210 x 75 x 75","Copy ""1,210 x 75 x 75"" into the assembled_size_length/width/height/depth field",/product/olympic-ez-curl-bar
blob_only,3,"MWBBOL01","Olympic Ez Curl Bar","Weightlifting","Colour","","Silver","Copy ""Silver"" into the colour field",/product/olympic-ez-curl-bar
blob_only,3,"MWBBOL01","Olympic Ez Curl Bar","Weightlifting","Material","","Chrome, Steel","Copy ""Chrome, Steel"" into the material field",/product/olympic-ez-curl-bar
blob_only,3,"MWBBOL01","Olympic Ez Curl Bar","Weightlifting","Net weight","","9 kg","Copy ""9 kg"" into the net_weight field",/product/olympic-ez-curl-bar
blob_only,3,"MWBBOL01","Olympic Ez Curl Bar","Weightlifting","Gross weight","","10 kg","Copy ""10 kg"" into the gross_weight field",/product/olympic-ez-curl-bar
blob_only,3,"MWBBOL01","Olympic Ez Curl Bar","Weightlifting","Warranty","","12 months","Copy ""12 months"" into the warranty field",/product/olympic-ez-curl-bar
blob_only,3,"MWBBOL02","Olympic Barbell - 7ft Chrome (1000Lb Capacity)","Weightlifting","Assembled size","","2,200 x 50 x 50","Copy ""2,200 x 50 x 50"" into the assembled_size_length/width/height/depth field",/product/olympic-barbell-7ft-chrome-1000lb-capacity
blob_only,3,"MWBBOL02","Olympic Barbell - 7ft Chrome (1000Lb Capacity)","Weightlifting","Colour","","Silver","Copy ""Silver"" into the colour field",/product/olympic-barbell-7ft-chrome-1000lb-capacity
blob_only,3,"MWBBOL02","Olympic Barbell - 7ft Chrome (1000Lb Capacity)","Weightlifting","Material","","Chrome, Steel","Copy ""Chrome, Steel"" into the material field",/product/olympic-barbell-7ft-chrome-1000lb-capacity
blob_only,3,"MWBBOL02","Olympic Barbell - 7ft Chrome (1000Lb Capacity)","Weightlifting","Net weight","","20 kg","Copy ""20 kg"" into the net_weight field",/product/olympic-barbell-7ft-chrome-1000lb-capacity
blob_only,3,"MWBBOL02","Olympic Barbell - 7ft Chrome (1000Lb Capacity)","Weightlifting","Gross weight","","21 kg","Copy ""21 kg"" into the gross_weight field",/product/olympic-barbell-7ft-chrome-1000lb-capacity
blob_only,3,"MWBBOL02","Olympic Barbell - 7ft Chrome (1000Lb Capacity)","Weightlifting","Warranty","","12 months","Copy ""12 months"" into the warranty field",/product/olympic-barbell-7ft-chrome-1000lb-capacity
blob_only,3,"MWBBOL03","Olympic Barbell - 15kg (1500Lb Capacity)","Weightlifting","Assembled size","","2,005 x 50 x 50","Copy ""2,005 x 50 x 50"" into the assembled_size_length/width/height/depth field",/product/olympic-barbell-15kg-1500lb-capacity-3
blob_only,3,"MWBBOL03","Olympic Barbell - 15kg (1500Lb Capacity)","Weightlifting","Colour","","Black, Silver","Copy ""Black, Silver"" into the colour field",/product/olympic-barbell-15kg-1500lb-capacity-3
blob_only,3,"MWBBOL03","Olympic Barbell - 15kg (1500Lb Capacity)","Weightlifting","Material","","Hardened chrome","Copy ""Hardened chrome"" into the material field",/product/olympic-barbell-15kg-1500lb-capacity-3
blob_only,3,"MWBBOL03","Olympic Barbell - 15kg (1500Lb Capacity)","Weightlifting","Net weight","","15 kg","Copy ""15 kg"" into the net_weight field",/product/olympic-barbell-15kg-1500lb-capacity-3
blob_only,3,"MWBBOL03","Olympic Barbell - 15kg (1500Lb Capacity)","Weightlifting","Gross weight","","16 kg","Copy ""16 kg"" into the gross_weight field",/product/olympic-barbell-15kg-1500lb-capacity-3
blob_only,3,"MWBBOL03","Olympic Barbell - 15kg (1500Lb Capacity)","Weightlifting","Warranty","","12 months","Copy ""12 months"" into the warranty field",/product/olympic-barbell-15kg-1500lb-capacity-3
blob_only,3,"MWBBOL04","Olympic Barbell - 20kg (2000Lb Capacity)","Weightlifting","Assembled size","","2,200 x 50 x 50","Copy ""2,200 x 50 x 50"" into the assembled_size_length/width/height/depth field",/product/olympic-barbell-20kg-2000lb-capacity-3
blob_only,3,"MWBBOL04","Olympic Barbell - 20kg (2000Lb Capacity)","Weightlifting","Colour","","Black, Silver","Copy ""Black, Silver"" into the colour field",/product/olympic-barbell-20kg-2000lb-capacity-3
blob_only,3,"MWBBOL04","Olympic Barbell - 20kg (2000Lb Capacity)","Weightlifting","Material","","Hardened chrome","Copy ""Hardened chrome"" into the material field",/product/olympic-barbell-20kg-2000lb-capacity-3
blob_only,3,"MWBBOL04","Olympic Barbell - 20kg (2000Lb Capacity)","Weightlifting","Net weight","","20 kg","Copy ""20 kg"" into the net_weight field",/product/olympic-barbell-20kg-2000lb-capacity-3
blob_only,3,"MWBBOL04","Olympic Barbell - 20kg (2000Lb Capacity)","Weightlifting","Gross weight","","21 kg","Copy ""21 kg"" into the gross_weight field",/product/olympic-barbell-20kg-2000lb-capacity-3
blob_only,3,"MWBBOL04","Olympic Barbell - 20kg (2000Lb Capacity)","Weightlifting","Warranty","","12 months","Copy ""12 months"" into the warranty field",/product/olympic-barbell-20kg-2000lb-capacity-3
blob_only,3,"MWBBOL05","Olympic Hex Deadlift Barbell (350mm Loadable Sleeves)","Weightlifting","Assembled size","","1,630 x 510 x 150","Copy ""1,630 x 510 x 150"" into the assembled_size_length/width/height/depth field",/product/olympic-hex-deadlift-barbell-350mm-loadable-sleeves-2
blob_only,3,"MWBBOL05","Olympic Hex Deadlift Barbell (350mm Loadable Sleeves)","Weightlifting","Colour","","Silver","Copy ""Silver"" into the colour field",/product/olympic-hex-deadlift-barbell-350mm-loadable-sleeves-2
blob_only,3,"MWBBOL05","Olympic Hex Deadlift Barbell (350mm Loadable Sleeves)","Weightlifting","Material","","Steel","Copy ""Steel"" into the material field",/product/olympic-hex-deadlift-barbell-350mm-loadable-sleeves-2
blob_only,3,"MWBBOL05","Olympic Hex Deadlift Barbell (350mm Loadable Sleeves)","Weightlifting","Net weight","","22 kg","Copy ""22 kg"" into the net_weight field",/product/olympic-hex-deadlift-barbell-350mm-loadable-sleeves-2
blob_only,3,"MWBBOL05","Olympic Hex Deadlift Barbell (350mm Loadable Sleeves)","Weightlifting","Gross weight","","23 kg","Copy ""23 kg"" into the gross_weight field",/product/olympic-hex-deadlift-barbell-350mm-loadable-sleeves-2
blob_only,3,"MWBBOL05","Olympic Hex Deadlift Barbell (350mm Loadable Sleeves)","Weightlifting","Warranty","","12 months","Copy ""12 months"" into the warranty field",/product/olympic-hex-deadlift-barbell-350mm-loadable-sleeves-2
blob_only,3,"MWBBOL06","Olympic Hex Deadlift Barbell (400mm Loadable Sleeves)","Weightlifting","Assembled size","","1,630 x 510 x 150","Copy ""1,630 x 510 x 150"" into the assembled_size_length/width/height/depth field",/product/olympic-hex-deadlift-barbell-400mm-loadable-sleeves
blob_only,3,"MWBBOL06","Olympic Hex Deadlift Barbell (400mm Loadable Sleeves)","Weightlifting","Colour","","Silver","Copy ""Silver"" into the colour field",/product/olympic-hex-deadlift-barbell-400mm-loadable-sleeves
blob_only,3,"MWBBOL06","Olympic Hex Deadlift Barbell (400mm Loadable Sleeves)","Weightlifting","Material","","Steel","Copy ""Steel"" into the material field",/product/olympic-hex-deadlift-barbell-400mm-loadable-sleeves
blob_only,3,"MWBBOL06","Olympic Hex Deadlift Barbell (400mm Loadable Sleeves)","Weightlifting","Net weight","","22 kg","Copy ""22 kg"" into the net_weight field",/product/olympic-hex-deadlift-barbell-400mm-loadable-sleeves
blob_only,3,"MWBBOL06","Olympic Hex Deadlift Barbell (400mm Loadable Sleeves)","Weightlifting","Gross weight","","23 kg","Copy ""23 kg"" into the gross_weight field",/product/olympic-hex-deadlift-barbell-400mm-loadable-sleeves
blob_only,3,"MWBBOL06","Olympic Hex Deadlift Barbell (400mm Loadable Sleeves)","Weightlifting","Warranty","","12 months","Copy ""12 months"" into the warranty field",/product/olympic-hex-deadlift-barbell-400mm-loadable-sleeves
blob_only,3,"MWWLACC02","Olympic Bar Easy Lock Collars (Pair)","Weightlifting","Assembled size","","50 x 30 x 50","Copy ""50 x 30 x 50"" into the assembled_size_length/width/height/depth field",/product/olympic-bar-easy-lock-collars-pair-3
blob_only,3,"MWWLACC02","Olympic Bar Easy Lock Collars (Pair)","Weightlifting","Colour","","Black","Copy ""Black"" into the colour field",/product/olympic-bar-easy-lock-collars-pair-3
blob_only,3,"MWWLACC02","Olympic Bar Easy Lock Collars (Pair)","Weightlifting","Material","","Nylon resin","Copy ""Nylon resin"" into the material field",/product/olympic-bar-easy-lock-collars-pair-3
blob_only,3,"MWWLACC02","Olympic Bar Easy Lock Collars (Pair)","Weightlifting","Gross weight","","1 kg","Copy ""1 kg"" into the gross_weight field",/product/olympic-bar-easy-lock-collars-pair-3
blob_only,3,"MWWLACC02","Olympic Bar Easy Lock Collars (Pair)","Weightlifting","Warranty","","6 months","Copy ""6 months"" into the warranty field",/product/olympic-bar-easy-lock-collars-pair-3
blob_only,3,"MWWLMA01","Drop Pads (Pair)","Weightlifting","Assembled size","","750 x 600 x 150","Copy ""750 x 600 x 150"" into the assembled_size_length/width/height/depth field",/product/drop-pads-pair
blob_only,3,"MWWLMA01","Drop Pads (Pair)","Weightlifting","Colour","","Black","Copy ""Black"" into the colour field",/product/drop-pads-pair
blob_only,3,"MWWLMA01","Drop Pads (Pair)","Weightlifting","Material","","Foam, Vinyl","Copy ""Foam, Vinyl"" into the material field",/product/drop-pads-pair
blob_only,3,"MWWLMA01","Drop Pads (Pair)","Weightlifting","Net weight","","23 kg","Copy ""23 kg"" into the net_weight field",/product/drop-pads-pair
blob_only,3,"MWWLMA01","Drop Pads (Pair)","Weightlifting","Gross weight","","24 kg","Copy ""24 kg"" into the gross_weight field",/product/drop-pads-pair
blob_only,3,"MWWLMA01","Drop Pads (Pair)","Weightlifting","Warranty","","3 months","Copy ""3 months"" into the warranty field",/product/drop-pads-pair
blob_only,3,"MWWPCB-GROUP","Coloured Bumper Plates","Weightlifting","Assembled size","","450 x 450 x 35","Copy ""450 x 450 x 35"" into the assembled_size_length/width/height/depth field",/product/coloured-bumper-plates
blob_only,3,"MWWPCB-GROUP","Coloured Bumper Plates","Weightlifting","Colour","","Green","Copy ""Green"" into the colour field",/product/coloured-bumper-plates
blob_only,3,"MWWPCB-GROUP","Coloured Bumper Plates","Weightlifting","Material","","Virgin rubber","Copy ""Virgin rubber"" into the material field",/product/coloured-bumper-plates
blob_only,3,"MWWPCB-GROUP","Coloured Bumper Plates","Weightlifting","Net weight","","10 kg","Copy ""10 kg"" into the net_weight field",/product/coloured-bumper-plates
blob_only,3,"MWWPCB-GROUP","Coloured Bumper Plates","Weightlifting","Gross weight","","11 kg","Copy ""11 kg"" into the gross_weight field",/product/coloured-bumper-plates
blob_only,3,"MWWPCB-GROUP","Coloured Bumper Plates","Weightlifting","Warranty","","12 months","Copy ""12 months"" into the warranty field",/product/coloured-bumper-plates
